Name,Street Address,City,State,Zip Code,County,Phone,Description,Resource Type,Web Link,Notes,Latitude,Longitude
St Gregory's Episcopal Church,6201 Willow St.,Long Beach,CA,90815,Los Angeles,(562) 420-1311,The church provides emergency food for people in Long Beach and surrounding areas. Geographic restrictions apply.,Food Pantry,https://www.211la.org/211search/more?site_id=1068460001,,33.803666,-118.110506
St John's Episcopal Cathedral,514 W. Adams Blvd.,Los Angeles,CA,90007,Los Angeles,(213) 747-6285,"The church provides emergency food for people in Los Angeles County, including people who are homeless or undocumented. There are no geographic restrictions.",Food Pantry,https://www.211la.org/211search/more?site_id=1033989001,,34.02767,-118.27529
St Joseph Center,204 Hampton Dr.,Venice,CA,90291,Los Angeles,(310) 396-6468,"The agency provides advocacy, child care, emergency food, employment services, homeless support services, mental health services, personal goods, services for older adults and services to veterans to assist low-income and homeless individuals and families in the West Los Angeles area. The agency primarily serves people who live in Palms, Mar Vista, Venice, Santa Monica, Culver City, Inglewood, or Los Angeles zip codes 90025, 90034, 90036, 90064, and 90066. Some of the programs have extended boundaries.",Food Pantry,https://www.211la.org/211search/more?site_id=1012479001,,33.998086,-118.478322
St Lawrence Martyr Catholic Church,1900 S. Prospect Ave.,Redondo Beach,CA,90277,Los Angeles,(310) 540-0329,"The church provides emergency food for people who live in Redondo Beach and Torrance, including people who are homeless or undocumented. Services are restricted to Redondo Beach and Torrance residents.",Food Pantry,https://www.211la.org/211search/more?site_id=1033579001,,33.818004,-118.376422
St Lawrence Of Brindisi,10122 Compton Ave.,Los Angeles,CA,90002,Los Angeles,(323) 567-1439,"The agency provides emergency food for people in the Los Angeles zip code areas 90002 and 90059, including families who receive government assistance. Service is restricted to Los Angeles zip code 90002 and 90059 residents.",Food Pantry,https://www.211la.org/211search/more?site_id=1034069001,,33.944618,-118.246051
St Margaret Mary's Christian Services,25511 Eshelman Ave.,Lomita,CA,90717,Los Angeles,(310) 326-3364,"The agency provides emergency food to people who live in Carson, Harbor City, Lomita, Torrance and Wilmington, including people who are homeless and undocumented. Services are restricted to Carson, Harbor City, Lomita, Torrance and Wilmington residents.",Food Pantry,https://www.211la.org/211search/more?site_id=1038009001,,33.791648,-118.315354
St Martin De Porres Outreach Center,1345 Turnbull Canyon Rd.,Hacienda Heights,CA,91745,Los Angeles,(626) 330-2269,"The agency provides emergency food for low-income residents of zip codes 91744, 91745, 91746, 91748 and 91790. Geographic restrictions apply for service.",Food Pantry,https://www.211la.org/211search/more?site_id=1034479001,,34.010603,-117.979765
St Philip's Episcopal Church,2800 Stanford Ave.,Los Angeles,CA,90011,Los Angeles,(323) 232-3494,The church provides emergency food for low-income families and individuals who are Los Angeles zip code 90011 residents. Geographic restrictions apply.,Food Pantry,https://www.211la.org/211search/more?site_id=1036229001,,34.018765,-118.260616
St Philomena Church,21900 S. Main St.,Carson,CA,90745,Los Angeles,(310) 835-7161,"The program provides emergency food and holiday assistance for low-income residents of Carson, Long Beach zip code 90810 and Torrance zip code 90502. Services are restricted to Carson, Long Beach zip code 90810 and Torrance zip code 90502 residents.",Food Pantry,https://www.211la.org/211search/more?site_id=1033639001,,33.828859,-118.276746
St Timothy Church,312 S. Oleander Ave.,Compton,CA,90222,Los Angeles,(310) 638-6319,The agency provides emergency food for people in Los Angeles County. There are no geographic restrictions.,Food Pantry,https://www.211la.org/211search/more?site_id=1070870001,,33.897743,-118.228676
St. Francis Center,1835 S. Hope St.,Los Angeles,CA,90015,Los Angeles,(213) 747-5347,"Since 1972, St. Francis Center has provided relief and support to homeless and extremely low-income individuals and families in Los Angeles. Much more than a soup kitchen or a food pantry, we offer a unique range of services to sustain and empower those in need and engaging volunteer opportunities Los Angeles. Welcoming all with joy, dignity and compassion, we dedicate ourselves every day to Serving Hope in our community.",Food Pantry,https://www.stfranciscenterla.org/,,34.034172,-118.269835
Sutter Middle School,7330 Winnetka Ave.,Winnetka,CA,91306,Los Angeles,,LOCAL DISTRICT NORTHWEST,Food Distribution Program,http://www.sutterms.org/,,34.204345,-118.5708
Sylmar Charter High School,13050 Borden Ave.,Sylmar,CA,91342,Los Angeles,,LOCAL DISTRICT NORTHEAST,Food Distribution Program,https://www.sylmarhs.org/,,34.307455,-118.44291
Tamarind Avenue 7th Day Adventist Church,417 S. Tamarind Ave.,Compton,CA,90220,Los Angeles,(323) 774-0181,"The church provides emergency food for low-income people who live in Compton, including people who are undocumented. Services are targeted, but not restricted, to Compton residents.",Food Pantry,https://www.211la.org/211search/more?site_id=1033759001,,33.892704,-118.221952
Toberman Neighborhood Center,131 N. Grand Ave.,San Pedro,CA,90731,Los Angeles,(310) 832-1145,"The agency provides advocacy, counseling services, emergency food, holiday assistance, personal goods, recreational programs, substance use disorder services, volunteer opportunities and youth services. Services are restricted to San Pedro residents.",Food Pantry,https://www.211la.org/211search/more?site_id=1015589001,,33.7439,-118.29025
Trinity Baptist Church,2040 W. Jefferson Blvd.,Los Angeles,CA,90018,Los Angeles,(323) 735-0044,The agency provides emergency food and personal goods for people who are in Los Angeles County. There are no geographic restrictions.,Food Pantry,https://www.211la.org/211search/more?site_id=1034549001,,34.02542,-118.31636
University High School Charter,11800 Texas Ave.,Los Angeles,CA,90025,Los Angeles,,LOCAL DISTRICT WEST,Food Distribution Program,https://universitywildcats.edlioschool.com/,,34.045599,-118.461368
Valley Beth Shalom,15739 Ventura Blvd.,Encino,CA,91436,Los Angeles,(818) 788-6000,"The agency provides emergency food for people in the San Fernando Valley, including people who are undocumented, homeless or receive government assistance. Services are restricted to San Fernando Valley residents.",Food Pantry,https://www.211la.org/211search/more?site_id=1034609001,,34.155634,-118.476537
Van Nuys Senior High School,6535 Cedric Ave.,Van Nuys,CA,91411,Los Angeles,,LOCAL DISTRICT NORTHEAST,Food Distribution Program,https://ca02225230.schoolwires.net/,,34.178522,-118.459234
Verdugo Hills Senior High School,10625 Plainview Ave.,Tujunga,CA,91042,Los Angeles,,LOCAL DISTRICT NORTHEAST,Food Distribution Program,https://www.verdugohs.org/,,34.262085,-118.298223
Virgil Middle School,152 N. Vermont Ave.,Los Angeles,CA,90004,Los Angeles,,LOCAL DISTRICT CENTRAL,Food Distribution Program,https://www.virgilms.net/,,34.07413,-118.29148
Washington Preparatory Senior High School,10860 S. Denker Ave.,Los Angeles,CA,90047,Los Angeles,,LOCAL DISTRICT WEST,Food Distribution Program,https://washingtonprephs-lausd-ca.schoolloop.com/pf4/cms2_site/view_deployment?d=x&theme_id=7i5c2audq5rp&group_id=1468166152105,,33.937274,-118.302517
Wayside United Methodist Church,25904 Cayuga Ave.,Lomita,CA,90717,Los Angeles,(310) 326-4541,"The agency provides emergency food for low-income families and individuals who live in Harbor City, Lomita, San Pedro, Torrance and Wilmington, including people who are undocumented. There are no geographic restrictions.",Food Pantry,https://www.211la.org/211search/more?site_id=1054699001,,33.787858,-118.309293
West Angeles Community Development Corporation - Community Assistance Department,3045 Crenshaw Blvd.,Los Angeles,CA,90016,Los Angeles,(323) 733-8300,"The agency provides emergency food, employment services, holiday assistance, housing services, information and referral and transportation and utility bill assistance for low-income people who live in South Central Los Angeles. Services are restricted to SPA 6 and surrounding areas.",Food Pantry,https://www.211la.org/211search/more?site_id=1038419002,,34.026291,-118.335293
West Valley Food Pantry,5700 Rudnick Ave.,Woodland Hills,CA,91367,Los Angeles,(818) 346-5554,"This agency provides emergency food, personal goods and volunteer opportunities for people who live in the West San Fernando Valley. Service is restricted to residents of zip codes 90290, 91301, 91302, 91303, 91304, 91306, 91307, 91311, 91324, 91335, 91356, 91364, 91367 and 91371.",Food Pantry,https://www.211la.org/211search/more?site_id=1034089001,,34.173881,-118.612121
West Washington L A Foursquare Church,5175 1/2 W. Washington Blvd.,Los Angeles,CA,90016,Los Angeles,(323) 939-4716,The organization provides emergency food services for Los Angeles County. There are no geographic restrictions.,Food Pantry,https://www.211la.org/211search/more?site_id=1070240001,,34.041444,-118.353385
White Middle School,22102 S. Figueroa St.,Carson,CA,90745,Los Angeles,,LOCAL DISTRICT SOUTH,Food Distribution Program,https://whitems-lausd-ca.schoolloop.com/,,33.826468,-118.285426
Wilson Senior High School,4500 Multnomah St.,Los Angeles,CA,90032,Los Angeles,,LOCAL DISTRICT EAST,Food Distribution Program,https://www.ibwilsonmules.com/,,34.070159,-118.187404
World Harvest Food Bank,3100 Venice Blvd.,Los Angeles,CA,90019,Los Angeles,(213) 746-2227,"The agency provides advocacy, emergency food and holiday assistance to people who live in Los Angeles County. There are no geographic restrictions.",Food Pantry,https://www.211la.org/211search/more?site_id=1055189001,,34.043345,-118.318162
Madera County Food Bank,225 S. Pine Street,Madera,,93637,Madera,559-674-2992,A family who is in need of emergency food can call our Food Assistance number and our friendly staff can take their name and information and get them connected with emergency food once a month.,Food Bank,http://maderafoodbank.com/programs/,,36.950605,-120.073737
Madera Islamic Center,16634 Road 26,Madera,CA,93638,Madera,,Open 4th Thursday 1-3pm,Food Pantry,https://ccfoodbank.org/food-locator/,,36.991031,-120.074605
Manna House Of Oakhurst,40390 Junction Dr,Oakhurst,CA,93644,Madera,559-683-6262,"Open 2nd Thursday, 12pm - 2pm",Food Pantry,https://ccfoodbank.org/food-locator/,,37.335989,-119.656757
Shepherd's Temple,16283 Ave 24 1/2,Chowchilla,CA,93610,Madera,(559)237-3663 Ext. 1108,"Open 1st & 3rd Thursday, 11am - 1pm",Food Pantry,https://ccfoodbank.org/food-locator/,,37.10565,-120.256422
Canal Welcome Center,30 North San Pedro Road Suite 250,San Rafael,CA,94903,Marin,415-526-2486,Note for Coronavirus response period: All services will continue during Coronavirus response.,Food Pantry,http://www.cwcenter.org/,,37.99534,-122.529247
North Marin Community Services,1907 Novato Boulevard,Novato,CA,94947,Marin,415-897-4147,Low-income Novato residents who need food are welcomed every Tuesday afternoon between 1:00 pm – 3:00 pm to select food from our Food Pantry.,Food Pantry,http://www.northmarincs.org/programs/rental-housing-assistance/,,38.109953,-122.588394
North Marin Community Services,6090 Redwood Boulevard,Novato,CA,94945,Marin,415-985-5012,Low-income Novato residents who need food are welcomed every Tuesday afternoon between 1:00 pm – 3:00 pm to select food from our Food Pantry.,Food Pantry,http://www.northmarincs.org/wellness/novato-teen-clinic/,,38.096003,-122.562358
North Marin Community Services,680 Wilson Avenue,Novato,CA,94947,Marin,415-892-1643,Low-income Novato residents who need food are welcomed every Tuesday afternoon between 1:00 pm – 3:00 pm to select food from our Food Pantry.,Food Pantry,http://www.novatoyouthcenter.org,,38.103839,-122.59599
